# 42 個地圖區塊的字串表
# 機器產生，不要手改（tools/extract_strings.py）
blk:game1:0:1	\x0DEntering Quartz.\x0D
blk:game1:3:91	"Whaddya want?" he gawps. "Don't hurt me, I am nice, I talk if you talk..."\x0D
blk:game1:3:92	CHAT
blk:game1:3:93	MONEY
blk:game1:3:94	SNAKE SQUEEZINS
blk:game1:3:95	GANG
blk:game1:3:96	SECRET
blk:game1:3:97	MAYOR
blk:game1:3:98	COURTHOUSE
blk:game1:3:99	BACK WAY
blk:game1:3:100	\x0DHis eyes unfocus. "Huh? What wazzat?" he asks, shaking his head.\x0D
blk:game1:3:101	\x0DA young bum is curled up around an empty jug. He is startled by your presence.\x0D
blk:game1:3:102	\x0D"I got no money, nor Squeeze," he whines. "But I got a secret. The gang don't know."\x0D
blk:game1:3:103	\x0DReally, I got nothing. But old Fred hid something in the chair I think.\x0D
blk:game1:3:104	\x0D"They got Mayor Pedros at the Courthouse. I found a back way they did not know."\x0D
blk:game1:3:105	\x0D"The secret way to the Courthouse is through Housekeeping at the back of the alley."\x0D
blk:game1:3:106	\x0DYou shake the bum. His eyes cross and he passes out.\x0D
blk:game1:3:107	\x0DYou look underneath and find...\x0D
blk:game1:3:108	\x0DHis eyes fire wildly. "Give me your Squeeze?" he demands.\x0D
blk:game1:3:109	\x0DHe grabs the tonic and drinks it all.\x0D
blk:game1:3:110	\x0DThis is room # 
blk:game1:3:111	\x0DThe room is hung with camo cloth. You hear someone but cannot see anyone!\x0D
blk:game1:3:112	\x0DA man works at the table. "I am writing the Last Great American Novel."\x0D
blk:game1:3:113	"We will kill to give him that chance!"\x0D
blk:game1:3:114	\x0DSeveral people watch. "The writer," they say "is a great man. Do not bother him."\x0D
blk:game1:3:115	\x0D"Do not bother him! His novel will bring Peace In Our Time!"\x0D
blk:game1:3:116	\x0DThere is a chainlink fence here.\x0D
blk:game1:3:117	\x0DSmack! You walk into a brick wall.\x0D
blk:game1:3:118	\x0DYou startle a woman in a wheelchair. "Hi, I am Laurie," she says. "My mom Ellen said you would come by."\x0D
blk:game1:3:119	Look out! They're gonna carve you into cold cuts.\x0D
blk:game1:3:120	A gunman squints at you. "I'm Squint and you are dead."\x0D
blk:game1:3:121	\x0DStay off the desk.\x0D
blk:game1:3:122	\x0DYou step across splintered railing.\x0D
blk:game1:3:123	\x0D"You're not allowed back here! My dogs will getcha," yells the clerk as he runs away.\x0D
blk:game1:3:124	The clerk pulls his pistol.\x0D
blk:game1:3:125	The pit bulls leap with jaws agape.\x0D
blk:game1:3:126	\x0DThe floor is blasted open.\x0D
blk:game1:3:127	\x0DYou blew it -- literally!\x0D
blk:game1:3:128	Mulefoot rushes at you. "I work for Ugly. I don't have to take that!" he snarls.\x0D
blk:game1:3:129	The thugs pull guns. "We don't like people hanging around our table. Blow off!"\x0D
blk:game1:3:130	\x0DThis is a steel counter. Heat lamps obscure your view into the kitchen.\x0D
blk:game1:3:131	\x0DYou rip off an old man! "That is my best cleaver," he moans.\x0D
blk:game1:3:132	\x0DHe sniffles and takes it. Maybe you are not so bad after all.\x0D
blk:game1:3:133	\x0DHe throws an orange at you.\x0D
blk:game1:3:134	\x0DBye. And be careful of the grease.\x0D
blk:game1:3:135	\x0DThe floor is slippery with grease.\x0D
blk:game1:3:136	\x0DYou slipped, cracking your head on the edge of the counter.\x0D
blk:game1:3:137	\x0DLaurie says, "You must prove you are worth our help. Bring a servomotor for my chair. Then I will help."\x0D
blk:game1:3:138	\x0DLaurie is delighted with the servomotor to power her wheelchair. Thank you!\x0D
blk:game1:3:139	\x0D"No," she says. "Nothing else will do."\x0D
blk:game1:3:140	\x0DA voice says, "If you step inside, you will be blown to Kingdom Come."\x0D
blk:game1:3:141	\x0DFrom the room a grenade is lobbed at your feet.\x0D
blk:game1:3:142	"I can see you better than you can see me," the woman snarls, and her twin 45s roar!\x0D
blk:game1:3:143	\x0D"You have 2 chances to convince me not to shoot you," says the hidden woman.\x0D
blk:game1:3:144	\x0D"Not good enough," she growls.\x0D
blk:game1:3:145	\x0D"That's it!" she cries. "You are no better than the thugs!"\x0D
blk:game1:3:146	\x0DYou see nothing unusual here.\x0D
blk:game1:3:147	\x0DThe shelves have a few bottles of soapy solutions.\x0D
blk:game1:3:148	\x0DThese shelves have cans of chemicals.\x0D
blk:game1:3:149	\x0DThis is a classy hotel. There are packs of paper strips to put around toilet seats.\x0D
blk:game1:3:150	\x0DYou find a locked wood cabinet.\x0D
blk:game1:3:151	\x0DJust as you open the door, you hear a voice behind you.\x0D
blk:game1:3:152	Two housekeepers yell "You have no business here!" and prepare to pummel you!\x0D
blk:game1:3:153	\x0DExplosives are packed inside this...\x0D
blk:game1:3:154	This is the Obliterator's room! Get out or die!\x0D
blk:game1:3:155	\x0D"Thanks a lot."\x0D
blk:game1:3:156	\x0B attacks
blk:game1:3:157	\x0B snaps a shot off
blk:game1:3:158	\x0B triggers a burst
blk:game1:3:159	Energy blasts pulse from \x0B
blk:game1:3:160	\x0B rips a clip
blk:game1:3:161	\x0B throws a deadly charge
blk:game1:3:162	\x0B ignites a rocket
blk:game1:3:163	hits \x0F 
blk:game1:3:164	 for 
blk:game1:3:165	hits \x0F 
blk:game1:3:166	\x0F 
blk:game1:3:167	 \x0Ais\x0Aare\x0A stitched full of bullets for 
blk:game1:3:168	vaporizes \x0F 
blk:game1:3:169	blows a hole in \x0F 
blk:game1:3:170	torches \x0F 
blk:game1:3:171	 but fail\x0As\x0A\x0A to inflict any damage
blk:game1:3:172	 drills 
blk:game1:3:173	 blazes away at 
blk:game1:3:174	 sprays 
blk:game1:3:175	 triggers a burst at 
blk:game1:3:176	 fries 
blk:game1:3:177	 toasts 
blk:game1:3:178	 and hits for 
blk:game1:3:179	 brutally pummel\x0As\x0A\x0A 
blk:game1:3:180	 hammer\x0As\x0A\x0A 
blk:game1:3:181	 mauls 
blk:game1:3:182	 bashes 
blk:game1:3:183	 rips into 
blk:game1:3:184	 pounces on 
blk:game1:3:185	 and rips \x0Ehim\x0Eher\x0Eit\x0E to shreds
blk:game1:3:186	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game1:3:187	 spraying \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a fine red mist
blk:game1:3:188	 leaving \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A in a heap of unrecognizable gore
blk:game1:4:1	\x0DSMACK!\x0D
blk:game1:4:2	\x0DYou see three outlaws with their backs turned catching a few puffs.\x0D
blk:game1:4:3	\x0DWhile they aren't looking you ambush them and knock them out.\x0D
blk:game1:4:4	\x0DThey hear you stumble through the door and attack.\x0D
blk:game1:4:5	Uh oh! You've been spotted.\x0D
blk:game1:4:6	\x0D"Let's get the hell outta here!"\x0D
blk:game1:4:7	\x0DLooks like you might be able to use a rope.\x0D
blk:game1:4:8	\x0DYou throw the rope up.\x0D
blk:game1:4:9	\x0DThat won't get you to the top.\x0D
blk:game1:4:10	\x0DThis table is empty.\x0D
blk:game1:4:11	\x0DThrough the glass skylight you can see figures moving in the shadows.\x0D
blk:game1:4:12	\x0DIt might be possible to break the glass, leap down and surprise them.\x0D
blk:game1:4:13	\x0DYou leap through the broken glass to the floor below.\x0D
blk:game1:4:14	\x0DThe glass shatters.\x0D
blk:game1:4:15	\x0DDidn't even scratch it.\x0D
blk:game1:4:16	\x0DYou bump into the skylight.\x0D
blk:game1:4:17	\x0DThere is no way you could climb the wall here.\x0D
blk:game1:4:18	"Hey Joe, no one gets in or out without the password."\x0D
blk:game1:4:19	\x0D"What did you say about me?"\x0D
blk:game1:4:20	KAPUT
blk:game1:4:21	THANATOS
blk:game1:4:22	\x0D"Oh, you must have just come from the courthouse."\x0D
blk:game1:4:23	\x0D"Wrong buddy! The password is 'Die you scumbag!'"\x0D
blk:game1:4:24	\x0D"That is the old password."\x0D
blk:game1:4:25	"Who is your section leader?"\x0D
blk:game1:4:26	STINGER
blk:game1:4:27	PIGFACE
blk:game1:4:28	MADWOLF
blk:game1:4:29	SKULKER
blk:game1:4:30	GRUNT
blk:game1:4:31	\x0D"The password is now KAPUT."\x0D
blk:game1:4:32	\x0D"Who are you trying to kid?"\x0D
blk:game1:4:33	A huge bouncer stands in your way.\x0D
blk:game1:4:34	\x0D"Go on in."\x0D
blk:game1:4:35	You are being viciously barked at.\x0D
blk:game1:4:36	kennels.\x0D
blk:game1:4:37	\x0DA tall fence is here to keep in the dogs.\x0D
blk:game1:4:38	\x0DYou are on the top of the fence.\x0D
blk:game1:4:39	\x0DYou are still on the other side.\x0D
blk:game1:4:40	\x0DThe bookcase is full of Mercenaries, Spies & Private Eyes books.\x0D
blk:game1:4:41	lounge.\x0D
blk:game1:4:42	\x0DYou are at the entrance to the 
blk:game1:4:43	bunkhouse.\x0D
blk:game1:4:44	\x0DAs you step next to a pile of laundry...\x0D
blk:game1:4:45	\x0D...two coydogs leap out.\x0D
blk:game1:4:46	\x0D...two super ninja coydogs surprise you.\x0D
blk:game1:4:47	\x0DThis cabinet is locked.\x0D
blk:game1:4:48	\x0DYou open the cabinet.\x0D
blk:game1:4:49	\x0DThe cabinet is still locked.\x0D
blk:game1:4:50	\x0DThere is a smashed cabinet here.\x0D
blk:game1:4:51	\x0DThere are splinters of wood everywhere.\x0D
blk:game1:4:52	\x0DThis cabinet is empty.\x0D
blk:game1:4:53	\x0DThere are some dusty jars on the table.\x0D
blk:game1:4:54	\x0DYou take a closer look and find something interesting...\x0D
blk:game1:4:55	\x0DThey look pretty useless.\x0D
blk:game1:4:56	\x0DThis is the entrance to the officer's club.\x0D
blk:game1:4:57	\x0DYou find a secret door and enter.\x0D
blk:game1:4:58	\x0DGoing down to the cellar.\x0D
blk:game1:4:59	\x0DGoing up.\x0D
blk:game1:4:60	"Back off or I'll shoot."\x0D
blk:game1:4:61	\x0DThe door says, "I'm Ugly and you're not."\x0D
blk:game1:4:62	\x0DThe door opens.\x0D
blk:game1:4:63	\x0DThe door is still locked.\x0D
blk:game1:4:64	"I'm gonna blow you to bits."\x0D
blk:game1:4:65	\x0DThere is a map of Quartz on the wall. Read paragraph 109.\x0D
blk:game1:4:66	\x0DSTAY off the desk.\x0D
blk:game1:4:67	\x0DA voice from inside the room says, "What took you so long?" You see Felicia Pedros wired in a chair with a bomb in her lap. Ugly John stands near with an Uzi in one hand and a deadman-switch in the other.\x0D
blk:game1:4:68	\x0D"OK. Have it your way."\x0D
blk:game1:4:69	\x0D"Hold it. I wouldn't come any closer if I were you."\x0D
blk:game1:4:70	\x0DThe mayor turns to you, anguish washing across his face, and says, "We must save my wife!"\x0D
blk:game1:4:71	\x0DUgly says, "Let me walk out of here alive and I'll give you the code that will let you disarm the bomb. You don't look like you could do it without it."\x0D
blk:game1:4:72	\x0DUgly's room.\x0D
blk:game1:4:73	From the bathroom corner jumps...\x0D
blk:game1:4:74	\x0DFelicia parts lay everywhere.\x0D
blk:game1:4:75	"Is it a deal?"\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game1:4:76	Y
blk:game1:4:77	N
blk:game1:4:78	\x0DUgly says, "Read paragraph 26." He then flips a switch on the bomb and runs off.\x0D
blk:game1:4:79	\x0DYou see Felicia's bomb flashing yellow and red lights.\x0D
blk:game1:4:80	\x0DYou stopped the yellow light.\x0D
blk:game1:4:81	\x0DBOOM!\x0D
blk:game1:4:82	\x0DThe red light is still flashing.\x0D
blk:game1:4:83	\x0DYou successfully disarm the bomb. Felicia is very grateful.\x0D
blk:game1:4:84	"Hi. My name is Felicia."\x0D
blk:game1:4:85	\x0DRead paragraph 126.\x0D
blk:game1:4:86	Enter bomb code:\x0D
blk:game1:4:87	\x0D"I would love to join you."\x0D
blk:game1:4:88	11-27-57-04-30
blk:game1:4:89	\x0DThe lights blink faster.\x0D
blk:game1:4:90	\x0DThis door is sealed like a vault.\x0D
blk:game1:4:91	\x0DThis cell is locked.\x0D
blk:game1:4:92	"I'm Ace. Please get me out of here."\x0D
blk:game1:4:93	\x0DYou hear some rustling in this cell.\x0D
blk:game1:4:94	\x0DYou open the cell.\x0D
blk:game1:4:95	\x0DThe cell is still closed.\x0D
blk:game1:4:96	\x0DRead paragraph 35.\x0D
blk:game1:4:97	\x0DStay OFF the counter.\x0D
blk:game1:4:98	\x0DSnipers from the roof fire at you.\x0D
blk:game1:4:99	\x0DYou notice something odd about the map and move it.\x0D
blk:game1:4:100	There is a safe here. Try to O)pen it or enter combination ("XX-XX-XX").\x0D
blk:game1:4:101	11 16 27
blk:game1:4:102	11-16-27
blk:game1:4:103	O
blk:game1:4:104	it clicks open.\x0D
blk:game1:4:105	\x0DYou try to open the safe 
blk:game1:4:106	and succeed.\x0D
blk:game1:4:107	but to no avail.\x0D
blk:game1:4:108	\x0DThis is just an empty closet.\x0D
blk:game1:4:109	nothing happens.\x0D
blk:game1:4:110	\x0DYou turn the tumbler and 
blk:game1:4:111	AZRAEL
blk:game1:4:112	MORS
blk:game1:4:113	\x0B attacks
blk:game1:4:114	\x0B clicks a shot off
blk:game1:4:115	\x0B's gun lets fly
blk:game1:4:116	Waves of energy flash from \x0B
blk:game1:4:117	\x0B empties a clip
blk:game1:4:118	\x0B hurls a handful of death
blk:game1:4:119	\x0B launches a shell
blk:game1:4:120	hits \x0F 
blk:game1:4:121	 for 
blk:game1:4:122	nails \x0F 
blk:game1:4:123	\x0F 
blk:game1:4:124	 \x0Ais\x0Aare\x0A filled full of lead taking 
blk:game1:4:125	ignites \x0F 
blk:game1:4:126	drills an opening in \x0F 
blk:game1:4:127	immolates \x0F 
blk:game1:4:128	 but fail\x0As\x0A\x0A to inflict any damage
blk:game1:4:129	 drills 
blk:game1:4:130	 blazes away at 
blk:game1:4:131	 sprays 
blk:game1:4:132	 triggers a burst at 
blk:game1:4:133	 fries 
blk:game1:4:134	 toasts 
blk:game1:4:135	 and hits for 
blk:game1:4:136	 pummel\x0As\x0A\x0A 
blk:game1:4:137	 batter\x0As\x0A\x0A 
blk:game1:4:138	 claws 
blk:game1:4:139	 mauls 
blk:game1:4:140	 whomps on 
blk:game1:4:141	 pounds at 
blk:game1:4:142	 and shreds \x0Ehim\x0Eher\x0Eit\x0E
blk:game1:4:143	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game1:4:144	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into an undertaker's nightmare
blk:game1:4:145	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a thin red paste
blk:game1:5:1	\x0DThe brick walls are chipped and crumbly.\x0D
blk:game1:5:2	\x0DThe wood walls are breaking apart.\x0D
blk:game1:5:3	\x0DOuch!\x0D
blk:game1:5:4	\x0DDo you always walk into walls?\x0D
blk:game1:5:5	\x0DGetting out of here.\x0D
blk:game1:5:6	\x0DThis building hasn't been used in almost a hundred years.\x0D
blk:game1:5:7	\x0DThe dirt and leaves that have drifted into this building are almost a foot deep.\x0D
blk:game1:5:8	\x0DIt looks like you have walked into the local trash dump.\x0D
blk:game1:5:9	\x0DThis small business has been closed a long time.\x0D
blk:game1:5:10	\x0DThe walls in this room are covered with graffiti.\x0D
blk:game1:5:11	\x0DYou can hear the shuffling of small feet in the trash all around you.\x0D
blk:game1:5:12	\x0DThe squeak of many rats echo hollowly in this empty room.\x0D
blk:game1:5:13	\x0DAll the furniture in this room looks old and fragile.\x0D
blk:game1:5:14	\x0DThere once was a door here, but...\x0D
blk:game1:5:15	\x0DYou are walking on what is left of the door.\x0D
blk:game1:5:16	\x0DWatch it! You almost stepped on that snake. Good thing it was leaving the room.\x0D
blk:game1:5:17	\x0DOuch! You just got bit by a hit and slither desert snake. You are going to need help.\x0D
blk:game1:5:18	\x0DGlowing desert tarantulas scatter away from your footsteps.\x0D
blk:game1:5:19	\x0DA desert spider falls from the ceiling and bites you. It looks like it was poisonous.\x0D
blk:game1:5:20	\x0DGood job! You stepped on and killed that scorpion. Be very careful. There may be more.\x0D
blk:game1:5:21	\x0DThat scorpion bit you before scuttling off.\x0D
blk:game1:5:22	\x0DThose mutant snapping turtles sure can move fast. Look at all of them scatter.\x0D
blk:game1:5:23	\x0DMutant snapping turtles sure byte hard. And they hide good, too.\x0D
blk:game1:5:24	\x0DRatts everywhere. All of them looking at you with beady red eyes.\x0D
blk:game1:5:25	\x0DYou've been bitten by a dying rat. Too bad it was rabid.\x0D
blk:game1:5:26	\x0DThe door opens.\x0D
blk:game1:5:27	\x0DThe garbage in this room is knee deep, and it feels like it is moving.\x0D
blk:game1:5:28	\x0DCareful, this table is so old and rickety it will fall apart if you sneeze on it.\x0D
blk:game1:5:29	\x0DNo bouncing on this chair. It is going to break any second now.\x0D
blk:game1:5:30	\x0DYuck! This has got to be the worst smelling room you have ever been in.\x0D
blk:game1:5:31	\x0DYou can almost see that transparent snake as it slides off through the floorboards. Another mutant of the war.\x0D
blk:game1:5:32	\x0DYou have just been bit by a transparent snake. You will need all the luck you have to find it.\x0D
blk:game1:5:33	\x0DHey! Look at that. A bunch of flying scorpions.\x0D
blk:game1:5:34	\x0DYou're going to need medical attention fast. You've just been stung by a flying scorpion.\x0D
blk:game1:5:35	\x0DCrunch! Well that's one less mutant turtle in the world.\x0D
blk:game1:5:36	\x0DCrunch! You killed that turtle, but it bit you first.\x0D
blk:game1:5:37	\x0DMutant rats have no guts. Look at these run away.\x0D
blk:game1:5:38	\x0DTen-legged blackwidows sure can run fast.\x0D
blk:game1:5:39	\x0DOuch! You were just bit by a ten-legged blackwidow. Too bad for you.\x0D
blk:game1:5:40	\x0DThese cute little yellow spiders don't look dangerous at all.\x0D
blk:game1:5:41	\x0DFor cute little yellow spiders these guys sure bite hard. Lucky for you they don't live very long.\x0D
blk:game1:5:42	\x0DSurprisingly the old swinging door opens at your touch. Old as it is it still works.\x0D
blk:game1:5:43	\x0DThis wall is covered with spray-painted gang names, ugly pictures, bullet holes and blood.\x0D
blk:game1:5:44	\x0DThis wall has WHITE BOY RULES and TIN MAN WAS HERE! written on it.\x0D
blk:game1:5:45	\x0DAn old feeble rat just fell on your foot and died. Too bad he landed teeth first.\x0D
blk:game1:6:1	Outlaws and guard dogs emerge from a secret hiding place. "Who sent you?"\x0D
blk:game1:6:2	MUERTE
blk:game1:6:3	UGLY
blk:game1:6:4	SQUINT
blk:game1:6:5	MULEFOOT
blk:game1:6:6	\x0DThey nod and let you pass.\x0D
blk:game1:6:7	\x0D"Ugly would have given you a password if he had sent you!"\x0D
blk:game1:6:8	\x0D"That's not it!"\x0D
blk:game1:6:9	"You're just troublemakers. What's the word?"\x0D
blk:game1:6:10	\x0DThis is a ceiling to floor glass wall.\x0D
blk:game1:6:11	\x0DYou break through.\x0D
blk:game1:6:12	\x0DThat didn't work.\x0D
blk:game1:6:13	\x0DYou're lucky no one was cut by flying glass.\x0D
blk:game1:6:14	\x0DThe unlucky ones are picking chunks of glass out of themselves.\x0D
blk:game1:6:15	\x0DYour boots crunch on the debris.\x0D
blk:game1:6:16	\x0DYou're on the first floor.\x0D
blk:game1:6:17	\x0DThere are glass walls near the entry and a glass-enclosed atrium to the west.\x0D
blk:game1:6:18	\x0DThe glass door opens quietly. The air inside is warm and moist.\x0D
blk:game1:6:19	\x0DThe atrium walls are mostly glass and are three stories high.\x0D
blk:game1:6:20	\x0DWith luck and ability you might be able to climb the walls.\x0D
blk:game1:6:21	\x0DA hidden tunnel disappears under some rocks.\x0D
blk:game1:6:22	Marksmen crouch in the doorway with pistols lipping flame!\x0D
blk:game1:6:23	A pug-faced man laughs and lets the hungry mongrels loose to attack.\x0D
blk:game1:6:24	\x0DYou hear voices shouting in the next room.\x0D
blk:game1:6:25	\x0DYou better move quietly. You can hear guards' voices in the room to the north.\x0D
blk:game1:6:26	\x0DThe door opens at a touch.\x0D
blk:game1:6:27	\x0DYou climb the stairs to the second floor.\x0D
blk:game1:6:28	\x0DA sign near the descending stairs reads: 2nd Floor.\x0D
blk:game1:6:29	\x0DThe sign next to the stairs reads: 1st Floor.\x0D
blk:game1:6:30	\x0DYou descend to the first floor.\x0D
blk:game1:6:31	\x0DYou climb to the third floor.\x0D
blk:game1:6:32	\x0DA sign near the ascending stairs reads: 2nd Floor.\x0D
